timestamp,serial,charger_id_org,transaction_id,e_production,e_consumption,e_charger,charger_id
2020-11-01 01:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,23.0,,9
2020-11-01 01:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,20.0,,9
2020-11-01 01:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,28.0,,9
2020-11-01 01:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,35.0,,9
2020-11-01 02:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,33.0,,9
2020-11-01 02:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,28.0,,9
2020-11-01 02:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,30.0,,9
2020-11-01 02:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,34.0,,9
2020-11-01 03:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,33.0,,9
2020-11-01 03:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,29.0,,9
2020-11-01 03:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,29.0,,9
2020-11-01 03:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,35.0,,9
2020-11-01 04:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,34.0,,9
2020-11-01 04:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,30.0,,9
2020-11-01 04:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,29.0,,9
2020-11-01 04:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,36.0,,9
2020-11-01 05:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,34.0,,9
2020-11-01 05:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,30.0,,9
2020-11-01 05:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,29.0,,9
2020-11-01 05:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,36.0,,9
2020-11-01 06:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,34.0,,9
2020-11-01 06:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,31.0,,9
2020-11-01 06:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,29.0,,9
2020-11-01 06:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,36.0,,9
2020-11-01 07:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,37.0,,9
2020-11-01 07:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,34.0,,9
2020-11-01 07:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,4.0,32.0,,9
2020-11-01 07:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,27.0,42.0,,9
2020-11-01 08:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,46.0,55.0,,9
2020-11-01 08:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,57.0,68.0,,9
2020-11-01 08:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,49.0,188.0,,9
2020-11-01 08:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,74.0,268.0,,9
2020-11-01 09:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,118.0,426.0,,9
2020-11-01 09:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,172.0,468.0,,9
2020-11-01 09:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,101.0,227.0,,9
2020-11-01 09:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,154.0,376.0,,9
2020-11-01 10:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,159.0,214.0,,9
2020-11-01 10:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,140.0,362.0,,9
2020-11-01 10:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,171.0,234.0,,9
2020-11-01 10:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,215.0,622.0,,9
2020-11-01 11:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,127.0,749.0,,9
2020-11-01 11:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,104.0,889.0,,9
2020-11-01 11:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,154.0,1404.0,,9
2020-11-01 11:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,237.0,1090.0,,9
2020-11-01 12:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,134.0,398.0,,9
2020-11-01 12:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,135.0,568.0,,9
2020-11-01 12:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,110.0,350.0,,9
2020-11-01 12:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,160.0,173.0,,9
2020-11-01 13:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,209.0,156.0,,9
2020-11-01 13:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,122.0,232.0,,9
2020-11-01 13:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,135.0,222.0,,9
2020-11-01 13:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,136.0,580.0,,9
2020-11-01 14:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,122.0,212.0,,9
2020-11-01 14:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,101.0,146.0,,9
2020-11-01 14:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,70.0,1029.0,,9
2020-11-01 14:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,113.0,584.0,,9
2020-11-01 15:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,87.0,161.0,,9
2020-11-01 15:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,51.0,250.0,,9
2020-11-01 15:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,57.0,237.0,,9
2020-11-01 15:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,39.0,126.0,,9
2020-11-01 16:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,27.0,148.0,,9
2020-11-01 16:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,16.0,184.0,,9
2020-11-01 16:30:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,229.0,,9
2020-11-01 16:45:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,114.0,,9
2020-11-01 17:00:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,227.0,,9
2020-11-01 17:15:00+01:00,104131.0,9e4eba31-cc44-4355-bd13-98242d8f9865,,0.0,128.0,,9
